k,t,eps,min_samples,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,0.05,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
2,0.1,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
2,0.1,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
2,0.1,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
2,0.1,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
2,0.1,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
2,0.1,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
2,0.1,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
2,0.1,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
2,0.1,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
2,0.1,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
2,0.1,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.01,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
3,0.01,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
3,0.01,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,0.01,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
3,0.01,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
3,0.01,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
3,0.01,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.01,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.01,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.01,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.01,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.01,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.025,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
3,0.025,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
3,0.025,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,0.025,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
3,0.025,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
3,0.025,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
3,0.025,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.025,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.025,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.025,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.025,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.025,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.05,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
3,0.05,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
3,0.05,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,0.05,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
3,0.05,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
3,0.05,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
3,0.05,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.05,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.05,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.05,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.05,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.05,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.1,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
3,0.1,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
3,0.1,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,0.1,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
3,0.1,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
3,0.1,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
3,0.1,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.1,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.1,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
3,0.1,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.1,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
3,0.1,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.01,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
4,0.01,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
4,0.01,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,0.01,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
4,0.01,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
4,0.01,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
4,0.01,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.01,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.01,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.01,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.01,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.01,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.025,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
4,0.025,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
4,0.025,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,0.025,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
4,0.025,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
4,0.025,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
4,0.025,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.025,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.025,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.025,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.025,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.025,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.05,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
4,0.05,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
4,0.05,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,0.05,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
4,0.05,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
4,0.05,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
4,0.05,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.05,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.05,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.05,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.05,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.05,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.1,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
4,0.1,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
4,0.1,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,0.1,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
4,0.1,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
4,0.1,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
4,0.1,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.1,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.1,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
4,0.1,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.1,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
4,0.1,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.01,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
5,0.01,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
5,0.01,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,0.01,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
5,0.01,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
5,0.01,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
5,0.01,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.01,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.01,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.01,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.01,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.01,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.025,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
5,0.025,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
5,0.025,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,0.025,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
5,0.025,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
5,0.025,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
5,0.025,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.025,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.025,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.025,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.025,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.025,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.05,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
5,0.05,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
5,0.05,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,0.05,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
5,0.05,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
5,0.05,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
5,0.05,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.05,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.05,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.05,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.05,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.05,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.1,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
5,0.1,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
5,0.1,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,0.1,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
5,0.1,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
5,0.1,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
5,0.1,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.1,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.1,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
5,0.1,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.1,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
5,0.1,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
30,0.01,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
30,0.01,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
30,0.01,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
30,0.01,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
30,0.01,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
30,0.01,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
30,0.01,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
30,0.01,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
30,0.01,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
30,0.01,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
30,0.01,0.1,5,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
30,0.01,0.1,10,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
30,0.025,0.01,3,0.031786287920147836,0.2665080162686781,1.0,0.32962679634213576,1097.5184565051727,0.8684975269022049,0.5351893623631961
30,0.025,0.01,5,0.045985339685870305,0.14493085921048415,0.73,0.16910001696208865,526.3196000789861,1.0660462859669544,0.48401626178088186
30,0.025,0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
30,0.025,0.025,3,0.3040602044041749,0.4205538594291152,0.993,0.12010097387957706,210.77645282921102,0.8178486475178361,0.5501008025973121
30,0.025,0.025,5,0.28563977392223167,0.3875730394475667,0.993,0.18650200057969374,192.680071143285,0.8008922085640897,0.5552803189688587
30,0.025,0.025,10,0.033949756779565174,0.0835365025126713,0.634,0.27040132595678706,692.3239997620389,1.3157430016160996,0.4318268474965162
30,0.025,0.05,3,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
30,0.025,0.05,5,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
30,0.025,0.05,10,0.9920080001281283,0.9811693365110503,0.998,0.11470710732347911,0.09531124598803836,97.00198406365057,0.010203875049616522
30,0.025,0.1,3,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
